[Nest] 5400  - 24/01/2026, 02:17:12    WARN [SyncService] Failed to sync device Watch Series 9: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:12   DEBUG [SyncService] Deep syncing specs for Apple Watch Series 9 Aluminum...
[Nest] 5400  - 24/01/2026, 02:17:12   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:12    WARN [ExternalApiService] Secondary specs fetch failed for Apple Watch Series 9 Aluminum: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:12    WARN [SyncService] Failed to sync device Watch Series 9 Aluminum: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:12   DEBUG [SyncService] Deep syncing specs for Apple iPad Pro 12.9 (2022)...
[Nest] 5400  - 24/01/2026, 02:17:12   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:12    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPad Pro 12.9 (2022): External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:12    WARN [SyncService] Failed to sync device iPad Pro 12.9 (2022): Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:12   DEBUG [SyncService] Deep syncing specs for Apple iPad Pro 11 (2022)...
[Nest] 5400  - 24/01/2026, 02:17:13   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPad Pro 11 (2022): External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [SyncService] Failed to sync device iPad Pro 11 (2022): Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:13   DEBUG [SyncService] Deep syncing specs for Apple iPad (2022)...
[Nest] 5400  - 24/01/2026, 02:17:13   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPad (2022): External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [SyncService] Failed to sync device iPad (2022): Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:13   DEBUG [SyncService] Deep syncing specs for Apple iPhone 14 Pro Max...
[Nest] 5400  - 24/01/2026, 02:17:13   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone 14 Pro Max: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [SyncService] Failed to sync device iPhone 14 Pro Max: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:13   DEBUG [SyncService] Deep syncing specs for Apple iPhone 14 Pro...
[Nest] 5400  - 24/01/2026, 02:17:13   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone 14 Pro: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:13    WARN [SyncService] Failed to sync device iPhone 14 Pro: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:14   DEBUG [SyncService] Deep syncing specs for Apple iPhone 14 Plus...
[Nest] 5400  - 24/01/2026, 02:17:14   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:14    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone 14 Plus: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:14    WARN [SyncService] Failed to sync device iPhone 14 Plus: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:14   DEBUG [SyncService] Deep syncing specs for Apple iPhone 14...
[Nest] 5400  - 24/01/2026, 02:17:14   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:14    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone 14: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:14    WARN [SyncService] Failed to sync device iPhone 14: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:14   DEBUG [SyncService] Deep syncing specs for Apple Watch Ultra...
[Nest] 5400  - 24/01/2026, 02:17:15   DEBUG [SyncService] Deep syncing specs for Apple Watch Series 8...
[Nest] 5400  - 24/01/2026, 02:17:15   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:15    WARN [ExternalApiService] Secondary specs fetch failed for Apple Watch Series 8: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:15    WARN [SyncService] Failed to sync device Watch Series 8: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:15   DEBUG [SyncService] Deep syncing specs for Apple Watch Series 8 Aluminum...
[Nest] 5400  - 24/01/2026, 02:17:16   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [ExternalApiService] Secondary specs fetch failed for Apple Watch Series 8 Aluminum: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [SyncService] Failed to sync device Watch Series 8 Aluminum: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:16   DEBUG [SyncService] Deep syncing specs for Apple Watch SE 2...
[Nest] 5400  - 24/01/2026, 02:17:16   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [ExternalApiService] Secondary specs fetch failed for Apple Watch SE 2: External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [SyncService] Failed to sync device Watch SE 2: Device specifications not found in any selected provider
[Nest] 5400  - 24/01/2026, 02:17:16   DEBUG [SyncService] Deep syncing specs for Apple iPhone SE (2022)...
[Nest] 5400  - 24/01/2026, 02:17:16   ERROR [ExternalApiService] Request to gsmarenaparser.p.rapidapi.com failed: 429 - You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [ExternalApiService] Secondary specs fetch failed for Apple iPhone SE (2022): External API Error from gsmarenaparser.p.rapidapi.com: You have exceeded the rate limit per minute for your plan, BASIC, by the API provider
[Nest] 5400  - 24/01/2026, 02:17:16    WARN [SyncService] Failed to sync device iPhone SE (2022): Device specifications not found in any selected provider
